t,episode,true_task_idx,pred_task_idx,exec_task_idx,x_before,vx_before,x_after,vx_after,true_goal
0,0,1,3,3,0.0224037822252109,-0.0627525222940313,0.0137537672581535,-0.2449984210736941,-9.02
1,0,1,0,3,0.0137537672581535,-0.2449984210736941,0.0266957635883897,0.4336615298193492,-9.02
2,0,1,0,3,0.0266957635883897,0.4336615298193492,0.0397955500369774,-0.3039973266332157,-9.02
3,0,1,0,0,0.0397955500369774,-0.3039973266332157,-0.2381198256291567,0.293460434729018,-9.02
4,0,1,0,0,-0.2381198256291567,0.293460434729018,-0.2647158059607734,0.3081236445099151,-9.02
5,0,1,0,0,-0.2647158059607734,0.3081236445099151,-0.2638715347077565,-0.0702830840419528,-9.02
6,0,1,0,0,-0.2638715347077565,-0.0702830840419528,-0.1473312549809778,0.3009633609809289,-9.02
7,0,1,0,0,-0.1473312549809778,0.3009633609809289,-0.1387507827277583,0.2339338764804473,-9.02
8,0,1,0,0,-0.1387507827277583,0.2339338764804473,0.0780957887648415,0.2955261420521761,-9.02
9,0,1,0,0,0.0780957887648415,0.2955261420521761,0.5247481389116831,1.4578601329545793,-9.02
10,0,1,0,0,0.5247481389116831,1.4578601329545793,0.6302753216316498,0.0275256115909564,-9.02
11,0,1,0,0,0.6302753216316498,0.0275256115909564,0.7076846998606078,0.3541214188562308,-9.02
12,0,1,0,0,0.7076846998606078,0.3541214188562308,0.754417841438747,1.1934386630065967,-9.02
13,0,1,0,0,0.754417841438747,1.1934386630065967,0.8464798717343023,-1.128504400740519,-9.02
14,0,1,0,0,0.8464798717343023,-1.128504400740519,0.8180723197101138,-0.2559646631446131,-9.02
15,0,1,0,0,0.8180723197101138,-0.2559646631446131,0.804820182230727,-0.3062596070036785,-9.02
16,0,1,0,0,0.804820182230727,-0.3062596070036785,0.8088477414209523,0.2496649563472008,-9.02
17,0,1,0,0,0.8088477414209523,0.2496649563472008,0.8129945041424518,0.0121011906087917,-9.02
18,0,1,0,0,0.8129945041424518,0.0121011906087917,0.7379891565681427,-0.0917654373645095,-9.02
19,0,1,0,0,0.7379891565681427,-0.0917654373645095,0.7720148767939347,0.985448927834838,-9.02
20,0,1,2,0,0.7720148767939347,0.985448927834838,0.7671218533667483,-0.5171212338355153,-9.02
21,0,1,3,0,0.7671218533667483,-0.5171212338355153,0.7397691989433277,-0.6195018930367628,-9.02
22,0,1,0,0,0.7397691989433277,-0.6195018930367628,0.7623420983831358,0.9710211067147636,-9.02
23,0,1,2,0,0.7623420983831358,0.9710211067147636,0.7639257036459011,-0.5037666156828228,-9.02
24,0,1,3,0,0.7639257036459011,-0.5037666156828228,0.750965403560731,-0.1439459172297901,-9.02
25,0,1,0,0,0.750965403560731,-0.1439459172297901,0.8348222936195367,-0.3668832413184301,-9.02
26,0,1,3,0,0.8348222936195367,-0.3668832413184301,0.8022772695295036,-0.7079866040183933,-9.02
27,0,1,1,0,0.8022772695295036,-0.7079866040183933,0.8037899991054348,0.3516942977298555,-9.02
28,0,1,3,0,0.8037899991054348,0.3516942977298555,0.7353264452220998,-0.3788306379308903,-9.02
29,0,1,2,0,0.7353264452220998,-0.3788306379308903,0.7079411183041,-0.5502467914312092,-9.02
30,0,1,1,0,0.7079411183041,-0.5502467914312092,0.6909644401290856,-0.2113600006984282,-9.02
31,0,1,2,0,0.6909644401290856,-0.2113600006984282,0.7119605154604253,0.5977330501742785,-9.02
32,0,1,2,0,0.7119605154604253,0.5977330501742785,0.7077464595817149,-0.5097679396669731,-9.02
33,0,1,2,2,0.7077464595817149,-0.5097679396669731,0.7029052348419467,0.1270876907746094,-9.02
34,0,1,3,2,0.7029052348419467,0.1270876907746094,0.6891895340105811,-0.4808179788365728,-9.02
35,0,1,2,2,0.6891895340105811,-0.4808179788365728,0.664785034728023,-0.4145462481497753,-9.02
36,0,1,1,2,0.664785034728023,-0.4145462481497753,0.5941555194754299,-0.415039837529201,-9.02
37,0,1,2,2,0.5941555194754299,-0.415039837529201,0.5843156789478663,-0.0651743937236587,-9.02
38,0,1,2,2,0.5843156789478663,-0.0651743937236587,0.6032979324348927,0.5569706233214257,-9.02
39,0,1,2,2,0.6032979324348927,0.5569706233214257,0.6059878133542193,-0.2268572690697773,-9.02
40,0,1,2,2,0.6059878133542193,-0.2268572690697773,0.5946541911330201,-0.2822249067244558,-9.02
41,0,1,2,2,0.5946541911330201,-0.2822249067244558,0.5249909951866305,0.141128939288678,-9.02
42,0,1,2,2,0.5249909951866305,0.141128939288678,0.5611156236760686,-0.2648184459570583,-9.02
43,0,1,2,2,0.5611156236760686,-0.2648184459570583,0.5602842713157434,0.0854117151183742,-9.02
44,0,1,2,2,0.5602842713157434,0.0854117151183742,0.5878318256480086,0.7586615588371743,-9.02
45,0,1,2,2,0.5878318256480086,0.7586615588371743,0.6258057804072149,0.6387291130244608,-9.02
46,0,1,2,2,0.6258057804072149,0.6387291130244608,0.60494678664069,-0.9326450321493884,-9.02
47,0,1,1,2,0.60494678664069,-0.9326450321493884,0.7390962820389223,0.43978172228582,-9.02
48,0,1,3,2,0.7390962820389223,0.43978172228582,0.7884043751218599,1.1564783737015774,-9.02
49,0,1,2,2,0.7884043751218599,1.1564783737015774,0.8308300546600071,0.5776977476035794,-9.02
50,0,1,2,2,0.8308300546600071,0.5776977476035794,0.9750413019174998,0.9835295272668022,-9.02
51,0,1,2,2,0.9750413019174998,0.9835295272668022,0.6569384388853091,0.3653616529597377,-9.02
52,0,1,2,2,0.6569384388853091,0.3653616529597377,0.6583293191940065,-0.3254114353403322,-9.02
53,0,1,3,2,0.6583293191940065,-0.3254114353403322,0.6784533697082182,0.7933400753431056,-9.02
54,0,1,2,2,0.6784533697082182,0.7933400753431056,0.6601541453429437,-0.8039819366944317,-9.02
55,0,1,1,2,0.6601541453429437,-0.8039819366944317,0.8766518398272501,1.0258525571744137,-9.02
56,0,1,2,2,0.8766518398272501,1.0258525571744137,0.9441360238011788,1.516744776695669,-9.02
57,0,1,2,2,0.9441360238011788,1.516744776695669,0.9894917762760906,0.6604304472459793,-9.02
58,0,1,3,2,0.9894917762760906,0.6604304472459793,1.194125104767758,0.9495043611445192,-9.02
59,0,1,3,2,1.194125104767758,0.9495043611445192,1.533933830944212,0.2136188898704373,-9.02
60,0,1,3,3,1.533933830944212,0.2136188898704373,1.5489386633498243,0.3106928536424022,-9.02
61,0,1,3,3,1.5489386633498243,0.3106928536424022,1.079584189269008,-0.3860592082947067,-9.02
62,0,1,3,3,1.079584189269008,-0.3860592082947067,1.027357721168752,-1.5903030195313026,-9.02
63,0,1,3,3,1.027357721168752,-1.5903030195313026,0.9409156650172876,-1.8855245124459008,-9.02
64,0,1,2,3,0.9409156650172876,-1.8855245124459008,0.7951000825682562,-0.308961212086828,-9.02
65,0,1,2,3,0.7951000825682562,-0.308961212086828,0.6307866867033874,-0.708927438260246,-9.02
66,0,1,2,2,0.6307866867033874,-0.708927438260246,0.6358817823376426,0.3720278538803532,-9.02
67,0,1,2,2,0.6358817823376426,0.3720278538803532,0.6096959151192669,-0.9663654089190364,-9.02
68,0,1,2,2,0.6096959151192669,-0.9663654089190364,0.5548542484252481,-0.9718331612029144,-9.02
69,0,1,2,2,0.5548542484252481,-0.9718331612029144,0.5465173650813646,0.137215043561265,-9.02
70,0,1,2,2,0.5465173650813646,0.137215043561265,0.54144626075124,-0.2550153000141583,-9.02
71,0,1,2,2,0.54144626075124,-0.2550153000141583,0.5019571891960006,-0.9171896076427104,-9.02
72,0,1,2,2,0.5019571891960006,-0.9171896076427104,0.5116176558464989,0.758461991168304,-9.02
73,0,1,2,2,0.5116176558464989,0.758461991168304,0.4623102496878681,0.2464010503838853,-9.02
74,0,1,2,2,0.4623102496878681,0.2464010503838853,0.4462344949459864,-0.6431527392633154,-9.02
75,0,1,2,2,0.4462344949459864,-0.6431527392633154,0.3060658448417042,-0.7501584856970325,-9.02
76,0,1,2,2,0.3060658448417042,-0.7501584856970325,0.2742963923119345,1.7985629226294209e-06,-9.02
77,0,1,2,2,0.2742963923119345,1.7985629226294209e-06,0.2497424551379626,-0.7528777270207866,-9.02
78,0,1,2,2,0.2497424551379626,-0.7528777270207866,0.6985884707120626,1.869873682455312,-9.02
79,0,1,2,2,0.6985884707120626,1.869873682455312,0.7507745841756045,0.6599673190688106,-9.02
80,0,1,2,2,0.7507745841756045,0.6599673190688106,0.7857566288226334,0.7133566249387896,-9.02
81,0,1,3,2,0.7857566288226334,0.7133566249387896,0.8041735678495886,-0.1973649359380538,-9.02
82,0,1,3,2,0.8041735678495886,-0.1973649359380538,0.8483718366933192,1.104539415569329,-9.02
83,0,1,2,2,0.8483718366933192,1.104539415569329,0.907649315766358,0.7629080377340317,-9.02
84,0,1,2,2,0.907649315766358,0.7629080377340317,0.9271107649855824,-0.1418968133344568,-9.02
85,0,1,3,2,0.9271107649855824,-0.1418968133344568,0.9165597341701436,-0.2555466309586692,-9.02
86,0,1,3,2,0.9165597341701436,-0.2555466309586692,0.9138320536883234,0.1218257490056243,-9.02
87,0,1,3,3,0.9138320536883234,0.1218257490056243,0.88727721774506,-0.6538308475817229,-9.02
88,0,1,3,3,0.88727721774506,-0.6538308475817229,0.8351099336664236,-1.1218544334343865,-9.02
89,0,1,3,3,0.8351099336664236,-1.1218544334343865,0.7689674848086007,-1.4081675221686922,-9.02
90,0,1,2,3,0.7689674848086007,-1.4081675221686922,0.7058430994184987,-1.232653506028956,-9.02
91,0,1,2,3,0.7058430994184987,-1.232653506028956,0.3319626530323599,-0.367246065314198,-9.02
92,0,1,2,2,0.3319626530323599,-0.367246065314198,0.3212173299630436,-0.1825430901571862,-9.02
93,0,1,2,2,0.3212173299630436,-0.1825430901571862,0.3268523496881469,1.1999776369292374,-9.02
94,0,1,2,2,0.3268523496881469,1.1999776369292374,0.8331479373053794,0.6042563734575201,-9.02
95,0,1,2,2,0.8331479373053794,0.6042563734575201,1.1119232375232038,0.8376042111770831,-9.02
96,0,1,3,2,1.1119232375232038,0.8376042111770831,1.454294659179037,-0.4515385816252978,-9.02
97,0,1,3,2,1.454294659179037,-0.4515385816252978,1.4373463916259774,0.1151866522146711,-9.02
98,0,1,3,3,1.4373463916259774,0.1151866522146711,1.4598585730030615,0.1903288676970508,-9.02
99,0,1,3,3,1.4598585730030615,0.1903288676970508,0.8151837282065197,-1.695223558180872,-9.02
100,1,1,3,3,0.0219086237985974,0.1187814089210836,0.0574246095445618,0.8905121633904785,-5.1000000000000005
101,1,1,0,3,0.0574246095445618,0.8905121633904785,0.1284187515185015,0.2856899297019317,-5.1000000000000005
102,1,1,0,3,0.1284187515185015,0.2856899297019317,-0.5748657902970462,-2.0826390779968302,-5.1000000000000005
103,1,1,0,0,-0.5748657902970462,-2.0826390779968302,-0.6603672080067933,-1.5652221270494238,-5.1000000000000005
104,1,1,1,0,-0.6603672080067933,-1.5652221270494238,-1.1533198732900298,-0.2412562862683632,-5.1000000000000005
105,1,1,1,0,-1.1533198732900298,-0.2412562862683632,-1.0306850306558075,0.0506477166099965,-5.1000000000000005
106,1,1,1,1,-1.0306850306558075,0.0506477166099965,-1.0212174778183376,0.3143778560526096,-5.1000000000000005
107,1,1,1,1,-1.0212174778183376,0.3143778560526096,-0.8867340910419873,0.5227135773721072,-5.1000000000000005
