1 [0.900] -> 1
1 [0.900] -> 0
1 [0.900] -> 0
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 3
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 3
1 [0.900] -> 1
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 3
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 3
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 3
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.900] -> 1
1 [0.500] -> 1
1 [0.500] -> 0
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
1 [0.500] -> 1
